Item number,Name,Brand,Modul,Cost Value,november,december,januar,februar,marts,april,maj,juni,juli,august,september,oktober,Total
40-00600,BLUME S1 DOLL PACK CDU,Blume,Forecast SE,36.27589,650,1008,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1658.0
40-00604,Little Live pets Bird S9 SGL Pack ass.,Little Live,Stock,32.55,1,1,1.0,1.0,1,1.0,1,1.0,1,1,1,1,1.0
40-00607,LITTLE LIVE PETS BUTTERFLY S4 ASS.,Little Live,Købsordre,30.46284,0,0,0.0,2000.0,0,0.0,0,0.0,0,0,0,0,2000.0
40-00607,LITTLE LIVE PETS BUTTERFLY S4 ASS.,Little Live,Invoiced DK,30.46284,288,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,288.0
40-00607,LITTLE LIVE PETS BUTTERFLY S4 ASS.,Little Live,Invoiced SE,30.46284,52,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,52.0
40-00607,LITTLE LIVE PETS BUTTERFLY S4 ASS.,Little Live,SalgsOrdre DK,30.46284,0,220,0.0,0.0,0,0.0,0,0.0,0,0,0,0,220.0
40-00607,LITTLE LIVE PETS BUTTERFLY S4 ASS.,Little Live,SalgsOrdre SE,30.46284,0,248,400.0,0.0,0,0.0,0,0.0,0,0,0,0,648.0
40-00607,LITTLE LIVE PETS BUTTERFLY S4 ASS.,Little Live,Stock,30.46284,1232,764,364.0,2364.0,2364,2364.0,2364,2364.0,2364,2364,2364,2364,2364.0
40-00607,LITTLE LIVE PETS BUTTERFLY S4 ASS.,Little Live,Forecast DK,30.46284,316,300,56.0,200.0,80,200.0,160,104.0,0,0,0,0,1416.0
40-00607,LITTLE LIVE PETS BUTTERFLY S4 ASS.,Little Live,Forecast SE,30.46284,325,175,400.0,100.0,100,100.0,100,123.0,0,0,0,0,1423.0
40-00607,LITTLE LIVE PETS BUTTERFLY S4 ASS.,Little Live,Forecast NO,30.46284,0,0,0.0,200.0,300,300.0,200,0.0,0,0,0,0,1000.0
40-00609,Little Live Pets Cozy Dozy,Little Live,Forecast DK,94.82868,230,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,230.0
40-00610,Little Live - Rainglow Unicorn Vet Kit,Little Live,SalgsOrdre SE,173.27728,0,194,0.0,0.0,0,0.0,0,0.0,0,0,0,0,194.0
40-00610,Little Live - Rainglow Unicorn Vet Kit,Little Live,Stock,173.27728,194,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0
40-00614,LITTLE LIVE PETS OMG PLAYSET,Little Live,Invoiced SE,61.211,4,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,4.0
40-00614,LITTLE LIVE PETS OMG PLAYSET,Little Live,Stock,61.211,20,20,20.0,20.0,20,20.0,20,20.0,20,20,20,20,20.0
40-00618,Little Live Pets OMG Pets Ass.,Little Live,Invoiced SE,32.13255,30,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,30.0
40-00618,Little Live Pets OMG Pets Ass.,Little Live,SalgsOrdre DK,32.13255,0,0,0.0,0.0,0,1962.0,0,0.0,0,0,0,0,1962.0
40-00618,Little Live Pets OMG Pets Ass.,Little Live,Stock,32.13255,1875,1875,1875.0,1875.0,1875,-87.0,-87,-87.0,-87,-87,-87,-87,-87.0
40-00618,Little Live Pets OMG Pets Ass.,Little Live,Forecast DK,32.13255,0,0,0.0,0.0,0,1962.0,0,0.0,0,0,0,0,1962.0
40-00620,Shimmer N Sparkle Real Massaging Foot Spa (2019),Shimmer 'n Sparkle,Invoiced DK,85.1817,26,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,26.0
40-00620,Shimmer N Sparkle Real Massaging Foot Spa (2019),Shimmer 'n Sparkle,Forecast DK,85.1817,16,36,0.0,0.0,0,0.0,0,0.0,0,0,0,0,52.0
40-00620,Shimmer N Sparkle Real Massaging Foot Spa (2019),Shimmer 'n Sparkle,Forecast SE,85.1817,1500,35,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1535.0
40-00621,SHIMMER N SPARKLE ULTIMATE MAKE UP DESIGNER,Shimmer 'n Sparkle,Forecast DK,62.29913,4,48,0.0,0.0,0,0.0,0,0.0,0,0,0,0,52.0
40-00621,SHIMMER N SPARKLE ULTIMATE MAKE UP DESIGNER,Shimmer 'n Sparkle,Forecast SE,62.29913,39,21,0.0,0.0,0,0.0,0,0.0,0,0,0,0,60.0
40-00622,Shimmer 'n Sparkle Bracelet Studio 5in1 (2019),Shimmer 'n Sparkle,Stock,79.58386,184,184,184.0,184.0,184,184.0,184,184.0,184,184,184,184,184.0
40-00623,Shimmer N Sparkle Instaglam Cosmetic Purse Black,Shimmer 'n Sparkle,Købsordre,37.24237,0,0,0.0,1560.0,0,0.0,0,0.0,0,0,0,0,1560.0
40-00623,Shimmer N Sparkle Instaglam Cosmetic Purse Black,Shimmer 'n Sparkle,Invoiced DK,37.24237,4,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,4.0
40-00623,Shimmer N Sparkle Instaglam Cosmetic Purse Black,Shimmer 'n Sparkle,Invoiced SE,37.24237,132,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,132.0
40-00623,Shimmer N Sparkle Instaglam Cosmetic Purse Black,Shimmer 'n Sparkle,Invoiced NO,37.24237,360,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,360.0
40-00623,Shimmer N Sparkle Instaglam Cosmetic Purse Black,Shimmer 'n Sparkle,SalgsOrdre SE,37.24237,32,24,0.0,0.0,0,0.0,0,0.0,0,0,0,0,56.0
40-00623,Shimmer N Sparkle Instaglam Cosmetic Purse Black,Shimmer 'n Sparkle,SalgsOrdre FI,37.24237,0,120,0.0,0.0,0,0.0,0,0.0,0,0,0,0,120.0
40-00623,Shimmer N Sparkle Instaglam Cosmetic Purse Black,Shimmer 'n Sparkle,Stock,37.24237,1060,916,916.0,2476.0,2476,2476.0,2476,2476.0,2476,2476,2476,2476,2476.0
40-00623,Shimmer N Sparkle Instaglam Cosmetic Purse Black,Shimmer 'n Sparkle,Forecast DK,37.24237,0,0,91.0,326.0,130,326.0,260,169.0,0,0,0,0,1302.0
40-00623,Shimmer N Sparkle Instaglam Cosmetic Purse Black,Shimmer 'n Sparkle,Forecast SE,37.24237,0,0,27.0,49.0,53,53.0,46,43.0,0,0,0,0,271.0
40-00623,Shimmer N Sparkle Instaglam Cosmetic Purse Black,Shimmer 'n Sparkle,Forecast FI,37.24237,0,0,250.0,150.0,100,100.0,100,100.0,0,0,0,0,800.0
40-00624,SHIMMER N SPARKLE INSTAGLAM COSMETIC TOTE PURPLE,Shimmer 'n Sparkle,Købsordre,54.59562,0,0,0.0,1560.0,0,0.0,0,0.0,0,0,0,0,1560.0
40-00624,SHIMMER N SPARKLE INSTAGLAM COSMETIC TOTE PURPLE,Shimmer 'n Sparkle,Invoiced DK,54.59562,4,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,4.0
40-00624,SHIMMER N SPARKLE INSTAGLAM COSMETIC TOTE PURPLE,Shimmer 'n Sparkle,Invoiced SE,54.59562,32,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,32.0
40-00624,SHIMMER N SPARKLE INSTAGLAM COSMETIC TOTE PURPLE,Shimmer 'n Sparkle,Invoiced NO,54.59562,152,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,152.0
40-00624,SHIMMER N SPARKLE INSTAGLAM COSMETIC TOTE PURPLE,Shimmer 'n Sparkle,SalgsOrdre DK,54.59562,16,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,16.0
40-00624,SHIMMER N SPARKLE INSTAGLAM COSMETIC TOTE PURPLE,Shimmer 'n Sparkle,SalgsOrdre SE,54.59562,60,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,60.0
40-00624,SHIMMER N SPARKLE INSTAGLAM COSMETIC TOTE PURPLE,Shimmer 'n Sparkle,Stock,54.59562,280,280,280.0,1840.0,1840,1840.0,1840,1840.0,1840,1840,1840,1840,1840.0
40-00624,SHIMMER N SPARKLE INSTAGLAM COSMETIC TOTE PURPLE,Shimmer 'n Sparkle,Forecast DK,54.59562,0,0,32.0,113.0,45,113.0,90,59.0,0,0,0,0,452.0
40-00624,SHIMMER N SPARKLE INSTAGLAM COSMETIC TOTE PURPLE,Shimmer 'n Sparkle,Forecast SE,54.59562,0,0,74.0,134.0,145,145.0,126,119.0,0,0,0,0,743.0
40-00624,SHIMMER N SPARKLE INSTAGLAM COSMETIC TOTE PURPLE,Shimmer 'n Sparkle,Forecast FI,54.59562,0,0,150.0,160.0,60,60.0,60,60.0,0,0,0,0,550.0
40-00625,Shimmer N Sparkle Instaglam Cosmetic Backpack,Shimmer 'n Sparkle,Købsordre,64.64842,0,1000,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1000.0
40-00625,Shimmer N Sparkle Instaglam Cosmetic Backpack,Shimmer 'n Sparkle,Invoiced DK,64.64842,4,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,4.0
40-00625,Shimmer N Sparkle Instaglam Cosmetic Backpack,Shimmer 'n Sparkle,Invoiced SE,64.64842,72,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,72.0
40-00625,Shimmer N Sparkle Instaglam Cosmetic Backpack,Shimmer 'n Sparkle,SalgsOrdre DK,64.64842,676,600,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1276.0
40-00625,Shimmer N Sparkle Instaglam Cosmetic Backpack,Shimmer 'n Sparkle,Stock,64.64842,600,1000,1000.0,1000.0,1000,1000.0,1000,1000.0,1000,1000,1000,1000,1000.0
40-00625,Shimmer N Sparkle Instaglam Cosmetic Backpack,Shimmer 'n Sparkle,Forecast DK,64.64842,0,0,48.0,173.0,69,173.0,138,90.0,0,0,0,0,691.0
40-00625,Shimmer N Sparkle Instaglam Cosmetic Backpack,Shimmer 'n Sparkle,Forecast SE,64.64842,0,0,25.0,44.0,48,48.0,42,39.0,0,0,0,0,246.0
40-00655,Fortnite Glider - Cloud Strike,Fortnite,Stock,37.7451,501,501,501.0,501.0,501,501.0,501,501.0,501,501,501,501,501.0
40-00659,Fortnite Battle Bus,Fortnite,Invoiced DK,112.995,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
40-00675,Peppa Flip & Learn Phone,Peppa Pig ELA,Købsordre,32.56792,0,0,0.0,9000.0,3000,0.0,0,0.0,0,0,0,0,12000.0
40-00675,Peppa Flip & Learn Phone,Peppa Pig ELA,Invoiced DK,32.56792,984,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,984.0
40-00675,Peppa Flip & Learn Phone,Peppa Pig ELA,Invoiced SE,32.56792,354,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,354.0
40-00675,Peppa Flip & Learn Phone,Peppa Pig ELA,Invoiced NO,32.56792,780,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,780.0
40-00675,Peppa Flip & Learn Phone,Peppa Pig ELA,SalgsOrdre DK,32.56792,0,156,60.0,0.0,0,0.0,0,0.0,0,0,0,0,216.0
40-00675,Peppa Flip & Learn Phone,Peppa Pig ELA,SalgsOrdre SE,32.56792,156,948,180.0,1008.0,0,0.0,0,0.0,0,0,0,0,2292.0
40-00675,Peppa Flip & Learn Phone,Peppa Pig ELA,SalgsOrdre NO,32.56792,0,0,0.0,240.0,0,0.0,0,0.0,0,0,0,0,240.0
40-00675,Peppa Flip & Learn Phone,Peppa Pig ELA,Stock,32.56792,1088,-16,-256.0,7496.0,10496,10496.0,10496,10496.0,10496,10496,10496,10496,10496.0
40-00675,Peppa Flip & Learn Phone,Peppa Pig ELA,Forecast DK,32.56792,978,120,343.0,1225.0,490,1225.0,980,637.0,0,0,0,0,5998.0
40-00675,Peppa Flip & Learn Phone,Peppa Pig ELA,Forecast SE,32.56792,720,924,272.0,1002.0,530,530.0,462,435.0,0,0,0,0,4875.0
40-00675,Peppa Flip & Learn Phone,Peppa Pig ELA,Forecast NO,32.56792,0,0,500.0,200.0,200,200.0,200,200.0,0,0,0,0,1500.0
40-00675FI,Peppa Flip & Learn Phone,Peppa Pig ELA,Købsordre,32.41823,0,0,0.0,4500.0,0,0.0,0,0.0,0,0,0,0,4500.0
40-00675FI,Peppa Flip & Learn Phone,Peppa Pig ELA,Invoiced DK,32.41823,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
40-00675FI,Peppa Flip & Learn Phone,Peppa Pig ELA,SalgsOrdre FI,32.41823,0,0,0.0,60.0,840,0.0,0,0.0,0,0,0,0,900.0
40-00675FI,Peppa Flip & Learn Phone,Peppa Pig ELA,Stock,32.41823,498,498,498.0,4938.0,4098,4098.0,4098,4098.0,4098,4098,4098,4098,4098.0
40-00675FI,Peppa Flip & Learn Phone,Peppa Pig ELA,Forecast FI,32.41823,240,0,800.0,1000.0,300,400.0,300,400.0,0,0,0,0,3440.0
40-00676,Peppa Laugh & Learn Laptop,Peppa Pig ELA,Købsordre,60.3446,0,0,0.0,1752.0,1002,0.0,0,0.0,0,0,0,0,2754.0
40-00676,Peppa Laugh & Learn Laptop,Peppa Pig ELA,Invoiced DK,60.3446,84,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,84.0
40-00676,Peppa Laugh & Learn Laptop,Peppa Pig ELA,Invoiced SE,60.3446,1224,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1224.0
40-00676,Peppa Laugh & Learn Laptop,Peppa Pig ELA,Invoiced NO,60.3446,120,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,120.0
40-00676,Peppa Laugh & Learn Laptop,Peppa Pig ELA,SalgsOrdre DK,60.3446,0,60,0.0,30.0,0,0.0,0,0.0,0,0,0,0,90.0
40-00676,Peppa Laugh & Learn Laptop,Peppa Pig ELA,SalgsOrdre SE,60.3446,48,66,0.0,0.0,0,0.0,0,0.0,0,0,0,0,114.0
40-00676,Peppa Laugh & Learn Laptop,Peppa Pig ELA,SalgsOrdre NO,60.3446,0,0,0.0,72.0,0,0.0,0,0.0,0,0,0,0,72.0
40-00676,Peppa Laugh & Learn Laptop,Peppa Pig ELA,Stock,60.3446,126,0,0.0,1650.0,2652,2652.0,2652,2652.0,2652,2652,2652,2652,2652.0
40-00676,Peppa Laugh & Learn Laptop,Peppa Pig ELA,Forecast DK,60.3446,54,60,119.0,425.0,170,425.0,340,221.0,0,0,0,0,1814.0
40-00676,Peppa Laugh & Learn Laptop,Peppa Pig ELA,Forecast SE,60.3446,1044,0,134.0,241.0,261,261.0,227,214.0,0,0,0,0,2382.0
40-00676,Peppa Laugh & Learn Laptop,Peppa Pig ELA,Forecast NO,60.3446,120,0,200.0,200.0,200,100.0,100,100.0,0,0,0,0,1020.0
40-00677,Peppa Count With Peppa,Peppa Pig ELA,Købsordre,69.43589,0,0,0.0,1002.0,0,0.0,0,0.0,0,0,0,0,1002.0
40-00677,Peppa Count With Peppa,Peppa Pig ELA,Invoiced DK,69.43589,54,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,54.0
40-00677,Peppa Count With Peppa,Peppa Pig ELA,Invoiced SE,69.43589,138,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,138.0
40-00677,Peppa Count With Peppa,Peppa Pig ELA,SalgsOrdre DK,69.43589,54,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,54.0
40-00677,Peppa Count With Peppa,Peppa Pig ELA,SalgsOrdre SE,69.43589,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
40-00677,Peppa Count With Peppa,Peppa Pig ELA,Stock,69.43589,522,522,522.0,1524.0,1524,1524.0,1524,1524.0,1524,1524,1524,1524,1524.0
40-00677,Peppa Count With Peppa,Peppa Pig ELA,Forecast DK,69.43589,12,24,80.5,287.5,115,287.5,230,149.5,0,0,0,0,1186.0
40-00677,Peppa Count With Peppa,Peppa Pig ELA,Forecast SE,69.43589,33,18,5.0,9.0,10,10.0,9,8.0,0,0,0,0,102.0
40-00677,Peppa Count With Peppa,Peppa Pig ELA,Forecast NO,69.43589,0,0,100.0,100.0,100,100.0,100,100.0,0,0,0,0,600.0
40-00677FI,Peppa Count With Peppa,Peppa Pig ELA,Invoiced DK,66.0974,6,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
40-00677FI,Peppa Count With Peppa,Peppa Pig ELA,Invoiced FI,66.0974,198,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,198.0
40-00677FI,Peppa Count With Peppa,Peppa Pig ELA,Stock,66.0974,504,504,504.0,504.0,504,504.0,504,504.0,504,504,504,504,504.0
40-00677FI,Peppa Count With Peppa,Peppa Pig ELA,Forecast FI,66.0974,198,0,250.0,150.0,100,100.0,100,100.0,0,0,0,0,998.0
40-00678,Peppa Sing & Learn Microphone,Peppa Pig ELA,Købsordre,48.93145,0,3000,0.0,2004.0,1002,0.0,0,0.0,0,0,0,0,6006.0
40-00678,Peppa Sing & Learn Microphone,Peppa Pig ELA,Invoiced DK,48.93145,180,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,180.0
40-00678,Peppa Sing & Learn Microphone,Peppa Pig ELA,Invoiced SE,48.93145,462,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,462.0
40-00678,Peppa Sing & Learn Microphone,Peppa Pig ELA,Invoiced NO,48.93145,1134,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1134.0
40-00678,Peppa Sing & Learn Microphone,Peppa Pig ELA,SalgsOrdre DK,48.93145,0,96,0.0,0.0,0,0.0,0,0.0,0,0,0,0,96.0
40-00678,Peppa Sing & Learn Microphone,Peppa Pig ELA,SalgsOrdre SE,48.93145,174,630,0.0,702.0,0,0.0,0,0.0,0,0,0,0,1506.0
40-00678,Peppa Sing & Learn Microphone,Peppa Pig ELA,SalgsOrdre NO,48.93145,0,120,0.0,0.0,0,0.0,0,0.0,0,0,0,0,120.0
40-00678,Peppa Sing & Learn Microphone,Peppa Pig ELA,Stock,48.93145,66,2220,2220.0,3522.0,4524,4524.0,4524,4524.0,4524,4524,4524,4524,4524.0
40-00678,Peppa Sing & Learn Microphone,Peppa Pig ELA,Forecast DK,48.93145,114,60,259.0,925.0,370,925.0,740,481.0,0,0,0,0,3874.0
40-00678,Peppa Sing & Learn Microphone,Peppa Pig ELA,Forecast SE,48.93145,437,235,151.0,702.0,294,294.0,256,241.0,0,0,0,0,2610.0
40-00678,Peppa Sing & Learn Microphone,Peppa Pig ELA,Forecast NO,48.93145,834,0,200.0,200.0,100,100.0,100,200.0,0,0,0,0,1734.0
40-00684,Goo Jit Zu Fighters S1 Single Pack Ass.,Goo Jit Zu,Stock,24.09524,3,3,3.0,3.0,3,3.0,3,3.0,3,3,3,3,3.0
40-00685,Goo Jit Zu Fighters S1 Two Pack Ass.,Goo Jit Zu,Invoiced SE,48.91412,16,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,16.0
40-00688,Goo Jit Zu Fighters S1 Single Pack Ass.,Goo Jit Zu,Invoiced DK,24.37898,48,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,48.0
40-00688,Goo Jit Zu Fighters S1 Single Pack Ass.,Goo Jit Zu,Invoiced SE,24.37898,40,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,40.0
40-00688,Goo Jit Zu Fighters S1 Single Pack Ass.,Goo Jit Zu,SalgsOrdre DK,24.37898,5272,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,5272.0
40-00688A,Goo Jit Zu Fighters S1 - Scorpios,Goo Jit Zu,Købsordre,24.37898,0,0,0.0,656.0,0,0.0,0,0.0,0,0,0,0,656.0
40-00688A,Goo Jit Zu Fighters S1 - Scorpios,Goo Jit Zu,SalgsOrdre OT,24.37898,0,0,224.0,224.0,224,0.0,0,0.0,0,0,0,0,672.0
40-00688A,Goo Jit Zu Fighters S1 - Scorpios,Goo Jit Zu,Stock,24.37898,0,0,-224.0,208.0,-16,-16.0,-16,-16.0,-16,-16,-16,-16,-16.0
40-00688A,Goo Jit Zu Fighters S1 - Scorpios,Goo Jit Zu,Forecast OT,24.37898,0,0,0.0,256.0,200,200.0,0,0.0,0,0,0,0,656.0
40-00688B,Goo Jit Zu Fighters S1 - SILVERBACK,Goo Jit Zu,Købsordre,24.37898,0,0,0.0,656.0,0,0.0,0,0.0,0,0,0,0,656.0
40-00688B,Goo Jit Zu Fighters S1 - SILVERBACK,Goo Jit Zu,SalgsOrdre OT,24.37898,0,0,224.0,224.0,224,0.0,0,0.0,0,0,0,0,672.0
40-00688B,Goo Jit Zu Fighters S1 - SILVERBACK,Goo Jit Zu,Stock,24.37898,0,0,-224.0,208.0,-16,-16.0,-16,-16.0,-16,-16,-16,-16,-16.0
40-00688B,Goo Jit Zu Fighters S1 - SILVERBACK,Goo Jit Zu,Forecast OT,24.37898,0,0,0.0,256.0,200,200.0,0,0.0,0,0,0,0,656.0
40-00710,TREASURE X ALIENS S2 OOZE EGGS CDU,Treasure X,Stock,16.77788,-24,-24,-24.0,-24.0,-24,-24.0,-24,-24.0,-24,-24,-24,-24,-24.0
40-00711,TREASURE X ALIENS S2 HUNTER SINGLE PACK CDU,Treasure X,SalgsOrdre SE,43.81538,0,6,0.0,6.0,0,0.0,0,0.0,0,0,0,0,12.0
40-00711,TREASURE X ALIENS S2 HUNTER SINGLE PACK CDU,Treasure X,Stock,43.81538,0,-6,-6.0,-12.0,-12,-12.0,-12,-12.0,-12,-12,-12,-12,-12.0
40-00713,Goo Jit Zu Marvel Single Pack S1 Ass.,Goo Jit Zu,Invoiced DK,21.41011,984,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,984.0
40-00713,Goo Jit Zu Marvel Single Pack S1 Ass.,Goo Jit Zu,Invoiced SE,21.41011,1208,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1208.0
40-00713,Goo Jit Zu Marvel Single Pack S1 Ass.,Goo Jit Zu,Invoiced NO,21.41011,344,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,344.0
40-00713,Goo Jit Zu Marvel Single Pack S1 Ass.,Goo Jit Zu,Invoiced OT,21.41011,656,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,656.0
40-00713,Goo Jit Zu Marvel Single Pack S1 Ass.,Goo Jit Zu,SalgsOrdre DK,21.41011,0,16,0.0,0.0,0,0.0,0,0.0,0,0,0,0,16.0
40-00713,Goo Jit Zu Marvel Single Pack S1 Ass.,Goo Jit Zu,SalgsOrdre SE,21.41011,160,880,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1040.0
40-00713,Goo Jit Zu Marvel Single Pack S1 Ass.,Goo Jit Zu,SalgsOrdre FI,21.41011,0,160,0.0,0.0,0,0.0,0,0.0,0,0,0,0,160.0
40-00713,Goo Jit Zu Marvel Single Pack S1 Ass.,Goo Jit Zu,Stock,21.41011,876,-180,-180.0,-180.0,-180,-180.0,-180,-180.0,-180,-180,-180,-180,-180.0
40-00713,Goo Jit Zu Marvel Single Pack S1 Ass.,Goo Jit Zu,Forecast SE,21.41011,1000,1500,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2500.0
40-00713,Goo Jit Zu Marvel Single Pack S1 Ass.,Goo Jit Zu,Forecast FI,21.41011,480,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,480.0
40-00713 ICA,Goo Jit Zu Marvel Single Pack  S1 Ass.,Goo Jit Zu,Invoiced SE,34.8,96,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,96.0
40-00713 ICA,Goo Jit Zu Marvel Single Pack  S1 Ass.,Goo Jit Zu,Stock,34.8,20,20,20.0,20.0,20,20.0,20,20.0,20,20,20,20,20.0
40-00714,Goo Jit Zu Marvel Two Pack Spiderman VS Venom,Goo Jit Zu,Invoiced DK,56.46981,76,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,76.0
40-00714,Goo Jit Zu Marvel Two Pack Spiderman VS Venom,Goo Jit Zu,Invoiced SE,56.46981,88,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,88.0
40-00714,Goo Jit Zu Marvel Two Pack Spiderman VS Venom,Goo Jit Zu,Invoiced OT,56.46981,412,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,412.0
40-00714,Goo Jit Zu Marvel Two Pack Spiderman VS Venom,Goo Jit Zu,SalgsOrdre DK,56.46981,208,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,208.0
40-00714,Goo Jit Zu Marvel Two Pack Spiderman VS Venom,Goo Jit Zu,SalgsOrdre SE,56.46981,8,56,0.0,0.0,0,0.0,0,0.0,0,0,0,0,64.0
40-00714,Goo Jit Zu Marvel Two Pack Spiderman VS Venom,Goo Jit Zu,Stock,56.46981,964,908,908.0,908.0,908,908.0,908,908.0,908,908,908,908,908.0
40-00714,Goo Jit Zu Marvel Two Pack Spiderman VS Venom,Goo Jit Zu,Forecast DK,56.46981,0,200,78.4,130.0,112,230.0,174,100.0,0,0,0,0,1024.4
40-00714,Goo Jit Zu Marvel Two Pack Spiderman VS Venom,Goo Jit Zu,Forecast SE,56.46981,400,300,70.0,125.0,136,136.0,118,111.0,0,0,0,0,1396.0
40-00714,Goo Jit Zu Marvel Two Pack Spiderman VS Venom,Goo Jit Zu,Forecast NO,56.46981,0,0,0.0,100.0,200,200.0,0,0.0,0,0,0,0,500.0
40-00718,Treasure X S4 fire VS Ice Hunter Single Pack CDU,Treasure X,Invoiced DK,29.32861,126,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,126.0
40-00718,Treasure X S4 fire VS Ice Hunter Single Pack CDU,Treasure X,Invoiced SE,29.32861,54,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,54.0
40-00718,Treasure X S4 fire VS Ice Hunter Single Pack CDU,Treasure X,Invoiced OT,29.32861,216,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,216.0
40-00718,Treasure X S4 fire VS Ice Hunter Single Pack CDU,Treasure X,SalgsOrdre SE,29.32861,0,18,0.0,0.0,0,0.0,0,0.0,0,0,0,0,18.0
40-00718,Treasure X S4 fire VS Ice Hunter Single Pack CDU,Treasure X,Stock,29.32861,342,324,324.0,324.0,324,324.0,324,324.0,324,324,324,324,324.0
40-00718,Treasure X S4 fire VS Ice Hunter Single Pack CDU,Treasure X,Forecast SE,29.32861,21,11,0.0,0.0,0,0.0,0,0.0,0,0,0,0,32.0
40-00719,Goo Jit Zu Marvel Giant Spiderman,Goo Jit Zu,Invoiced DK,61.58442,2,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2.0
40-00719,Goo Jit Zu Marvel Giant Spiderman,Goo Jit Zu,Invoiced SE,61.58442,2264,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2264.0
40-00719,Goo Jit Zu Marvel Giant Spiderman,Goo Jit Zu,SalgsOrdre SE,61.58442,202,94,0.0,0.0,0,0.0,0,0.0,0,0,0,0,296.0
40-00719,Goo Jit Zu Marvel Giant Spiderman,Goo Jit Zu,Stock,61.58442,676,582,582.0,582.0,582,582.0,582,582.0,582,582,582,582,582.0
40-00719,Goo Jit Zu Marvel Giant Spiderman,Goo Jit Zu,Forecast DK,61.58442,0,0,35.7,127.5,51,127.5,102,66.3,0,0,0,0,510.0
40-00719,Goo Jit Zu Marvel Giant Spiderman,Goo Jit Zu,Forecast SE,61.58442,2408,140,25.0,45.0,49,49.0,43,40.0,0,0,0,0,2799.0
40-00719,Goo Jit Zu Marvel Giant Spiderman,Goo Jit Zu,Forecast NO,61.58442,0,0,0.0,0.0,200,200.0,200,0.0,0,0,0,0,600.0
40-00721,Happy Places Royal Doll Pack Ass.,Happy Places,Invoiced SE,12.67247,24,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,24.0
